,val_text,val_true,val_pred,bleu_score
14,little guy ate could even write review,great deal,like it,0.0
15,loved delicious tasty remarkably addictive snacks never thought would like pepper salted nuts wow added real depth flavor found irresistible delicious,these are very very tasty,delicious,0.0
16,someone low sodium diet make many types food people buy applesauce bread ricotta granola think bars larabar flavors taste chemical point verge artificial despite natural natural equal tasty often means nothing important besides tasting better wish sodium levels readable lower sure fat sugar protein important people die cardiac disease hypertension linked high sodium diet lack protein,not as good as claimed,tasty but not great,0.19470019576785122
17,item allows convenience safe place emergency funds hides well pantry know whenever need,safe safe,gnats,0.0
18,nice blend time price might confuse coffe dosnt fall saying get pay good coffe good price,,price too weak,0.0
19,love product fact become addictive time however noticed hard pieces chewing nuts examining closely think somehow shells got nuts shelled made careful bitterness otherwise wonderful flavor also want crack chip tooth hope isolated instance batch,emerald dry roasted walnuts review,the best chips ever,0.0
20,recently returned wonderful three week excursion ireland tasted many irish teas favorite barry gold blend pleased find readily available amazon reasonable priceas already used supply brought home,great irish tea,my favorite tea,0.3333333333333333
21,anything really exciting little sweet kids like relatively healthy stays crunchy continue buy kids,stays crunchy little too sweet,great snack,0.0
22,flavorful salt imagine cook nice thick steak carve sprinkle little salt cut side make meat pop mouth never experimented finishing salts great starting point,my favorite,great salt,0.0
23,cut one inch time give treats dog loves freeze bag inch disks take freezer one time good value comparable pre cut treats also used meals,excellent dog treats when cut up good value,my dog loves these,0.09196986029286058
24,great mix two round pans plenty dough job nicely came nice moist provides great base experiments wanted lemon cake one day special birthday husband celiac mother used little lemon extract lemon zest cake baked mixed little sugar lemon juice heated poured top cake first poking cake toothpick create small holes absorbing yummy sweetened lemon concoction sorry cannot tell proportions simply guessed think creatively enjoy knowing starting great base,yummy even better than we hoped,best tasting oatmeal ever,0.0
25,beans great opinion may feel flat tasting lack flavor mom diabetic found less carbs bean definitely regular item,super good and healthy,great taste,0.0
26,favorite coffee keurig coffeemaker convenient get amazon cheaper running around stores trying find lowest price,great coffee,great coffee,1.0
27,seems stange item good tasty would disappear stock stores glad find amazon rate eat especially winter chili problem going thru bulk order pkgs thank amazon chi chi,mmmmmm good,the best,0.0
28,long time keurig user lifetime coffee drinker breakfast blend part plain cup coffee light smooth slight bitterness end still prefer donut shop light everyday coffee choice wanted try box green mountain probably purchase one house stopped said thats great cup coffee plain blah probably struggle finish box honestly,breakfast blend nothing special,not my favorite cup of coffee,0.0
29,would definitely recommend beef jerky anyone buying sure high protein low fat buy garbage quality slim jims another brand get,delicious,good jerky,0.0
30,perfectly ground himalayan salt pink salt recommended holistic stronger tasting regular salt use salt salt uses including cooking cut amount half since salty salt processed like salts iodized need process like much better regular table kosher salt,pine salt,great salt,0.5
31,brewing beer past five years along many others comes time pour glass never let even without using methods always develops tasty drink,just good beer,best for the price,0.0
32,health valley chicken broth favorite years ranking way competing products last year market area carried removed inventory fortunately amazon came rescue grateful,excellent chicken broth,best food ever,0.0
33,busy buddy kibble nibble great toy dog tug jug within minutes gnawed challenge rope pieces maybe good older dog definitely vigorously chewing month old puppy,not for chewing puppies,not for my dog,0.5
34,dark roast version delicious received comments friends well full flavor delicious morning without half half said weak one suggestion need add coffee cuisinart coffee maker use scoops cups super saver great way get coffee well,great coffee for the price,best coffee ever,0.17113903967753066
35,huge fan mustard years perfect balance spices around best mustard food,great mustard,the best,0.0
36,dark chocolate liked cookies think probably used dark might explain kids care package arrived half cookies intact top separated bottom crunchy cracker place eat intact crumbs come better quality comparing products like little debbie etc,chocolate part is good but crumbles,not as good as the best,0.16666666666666669
37,favorite iced tea flavor far fresh summer flavor mixes quickly easily keurig brewer would definitely purchase item purchase larger portion size tends run online free shipping delays arrival quite bit quick shipping worth price,the best,great tea,0.0
38,ordered bulk package needed lot cocoa powder make hot cocoa mix gift sets christmas cocoa fresh worked exceptionally well cocoa mix bake idea cocoa perform baked goods description say dutch process cocoa price ordered came unit bargain compared store prices tend choose hershey brands choice lot compare live quality chocolate taste expect hershey would definitely recommend product,fresh quality chocolate taste,good stuff,0.0
39,product makes great gift cookies delicious tin attractive good quality highly recommended,great gift,delicious,0.0
40,great product tastes great actually helped curb appetite packets contain larger amount powder regular flavors need room bottle large glass,wow it works tastes great,good stuff,0.0
41,large containers recently read barley tea bags house mugicha barley tea particular found ordered amazon friend mine order filled estimated time delivery well loves tastes like tea liked japanese restaurant brew anytime like easy put one bag nearly two gallon jug fill cold filtered water place fridge overnight plan order amazon friend supposed drink water barley tea helps note kind tea many health benefits besides tasting good japanese drinking centuries good health cool body nicely hot summer day,it healthy and it tastes good too,great tea,0.0
42,ordered family although since stick teeth flavor outside however tried one really loved didnot stick teeth flavor non organic gummy candy organic keeper,delicious snack,great treats,0.0
43,drawer fit perfectly real space saver right size holds coffee choices,wonderful space saver,great value,0.0
44,used get local grocery store month baby girl prime shipping charges well taxes yay baby loves really cut spitting,simply awesom amazon carries this,my son loves these,0.0
45,delivered time day packaged well instructions fresh beautiful roses great color size,happy day,great product,0.0
46,one best teas found serve inn guests good smooth flavor,owner inn,best tea ever,0.0
47,delicious transaction quick professional drinking product definitely made feel good taking body truly yummy,coconut water,best instant oatmeal,0.0
48,stuff crazy delicious first tried favorite cafe right closed get name company makes could home,yummmmm,best chocolate ever,0.0
49,big fan sweet potato fries instantly drawn chips saw grocery store actually bought different varieties food taste good chips seen seemed different chips trying eat healthier give things enjoy eating chips one things particular chip great alternative normally greesy fried potato chips taste like sweet potatoes apparently combination sweet potato corn still good highly recommended snacking alternative regular chips,yum,delicious and healthy,0.0
50,unlike illy issimo coffee drink cappuccino ounce cans enjoyed coffee drink terrible strong bitter taste like coffee bottom pot cooled hours ago cappuccino flavor great one could finish,bitter old coffee taste,not bad,0.0
51,tea house love peachy taste ginger subtle cup every evening put soothing touch day got pack would never run tried ones next wanted make sure enough one,love it,my favorite tea,0.0
52,dogs love food good else could ask arrived timely manner bout natures variety year always pleased quality definitely recommend brand natures variety,dogs love it,great toy,0.0
53,applesauce try pleasant applesauce feel taste good boot qualm small snack make content starved good use meals starved though update august recently ended gerd really bad bleeding ulcer due stress grief problems keeping food went baby food diet sake thriving stays beginning cause indigestion times saying would cause guys reflux anything sort really acidic caused choke throat burns lot feels sore please weary gastrointestinal problems babyfood great idea problems keeping things need retrain stomach intestines careful acidic others,have gerd,for the switch,0.0
54,soup easy make ready minute reasonably tasty take expect gourmet experience however,good but pricey,good stuff,0.3032653298563167
55,eating ryvita sesame whole grain rye crispbread years mid day light lunch anytime snack great peanut butter egg salad nutty taste light salt compliment topping lately breaking dipping mango salsa using like dip chip health food department local supermarket discontinued carrying quickly looked alternative supply using auto ship paying half cost supermarket thank ryvita great product thank amazon great pricing convenience,tasty and healthy,great product,0.0
56,okay let start saying snacks really appeal sort bariatric surgery calories grams protein gram carbs per serving cannot think healthier salty treat indulge package small good size eat small portions taste much like crunchy cheese gets stuck pizza pan tried grilled cheese flavor additional flavoring powder think less salty versions snack ordering sure,yum,pretty good,0.0
57,coconut water superior includes sugar period tried coconut water etc sweet savor fresh coconut taste closest tasted something right coconut slightly sour real thing problem use straw prefer easily seal pack design pack leaves water sloshing around end hard get without using straw cutting open pack trying bounce opening really annoying considering thought missing even sip stuff pricier lot options sensation drinking coconut water alternatives get subscription save bucks,great stuff in problematic container,great taste,0.11156508007421491
58,milk powder whole lot say bought use oatmeal mix agave honey maple add oatmeal comes nice smooth lacks flavor since nonfat works baking breads well though tried using substitute fresh milk drinks like company supports humane farming animals fresh milk best ever,no complaints,good stuff,0.0
59,like nothing unique flavor basically saves make home little pricey treat heck,tasted ok bit overpriced tho,great,0.0
60,like work morning times hard jump bed tired started drinking half hour energy bottle soon alarm clock goes time put workout clothes sneakers already awake hour energy keeps going great workout berry flavor favorite tried others well received free sample hour energy smiley,morning workout booster,great for my hair,0.0
61,happy recieved order cookies melted good product word advise buy products summer time melt,bahlsen cookies,haribo gummi bears,0.0
62,chance kid bought two bags thinking would like much downright impressed traditional mores gee whiz actually ate whole danged bag one even realizing blush much fun hunting fishing one another stacking eating hahahahahaha next day began open bag started munch away grandchildren saw evidence goldfish house yes ate grandma hide sweetie ate yesterday grandma buy like lots tummy hungry says want goldfish kids adorable buy make sure stash cannot resist,buy must have with kids or without kids,the best,0.0
63,two dollars pop dollar store buying case online expensive,good product high price,great taste,0.0
64,awesome offer cant seem find anymore otherwise buy taste awesome mixed bunch stuff make taste even better bring back,maruchan ramen,love it,0.0
65,recommended breeder got puppy excellent puppy likes virtually digestion problems even though nobody likes bad cleaning puppy everything nice firm got dog know mean,great food for german shepherd puppies,dogs love it,0.0
66,work nights often anything eat keep one locker need bowl plate need opener easy open lid microwave cover clean microwave bubbles one delicious add water line dinner done,great for supper at work,the best,0.0
67,slightly different version different brand son started using around six months really enjoys get messy eats something sticky juicy like banana watermelon whatever anyway also trouble cleaning tried scrubbing nail vegetable brush works pretty well takes time much would take run food food mill blender cut clean chair floor dog well get picture,for eating whole foods clean with veggie brush,great product but too expensive,0.0
68,good beans made decent cup coffee prefer kick dark beans beans missing complexity richness smoky chocolate flavor kick beans also little stale tasting horrible good prefer lighter roast coffee bean may like better supermarket beans kicking horse coffee kick ass dark whole bean coffee pound pouch,good coffee beans but little stale,not bad,0.0
69,best chips ever sure beat anything else even cooked way better name brands tangy crisp satisfy craving time chips buy thank amazon letting buy online bulk save money time,these are awesome,best chips ever,0.0
70,hobby called treats issue candy melts thick told brand better quality one wanted try yes better wilton still thick wanted use adding paramount crystal really trick well thanks much,rating brands of candy melts,great product,0.0
71,tried puroast low acid french roast coffee really liked taste smoothness coffee fact low acid enabled second cup coffee without experiencing discomfort stomach would regular coffee starbucks house blend really good news since love coffee someone suffers stomach ulcers one cup coffee limit also side side taste comparison usual starbucks puroast low acid coffee came top finally found coffee satisfies taste buds without aggravating ulcers second cup coffee without pain,can have second cup,my favorite cup of coffee,0.2
72,san francisco bay coffee keurig cup breakfast blend check rated best buy flavor great get three cups packet price competitive bio degradable plastic bought count package amazon reasonable price,san francisco cups,best coffee,0.0
73,quite simply best green tea teabag form market want better tea buy teapot,nothing compares,my favorite tea,0.0
74,one get coffeeshops tried recreate home disappointing results probably purchased ten twelve different brands chai looking right one finally found stash premium double spice exceptionally flavorful really able hold strong flavor aroma incredible although cinnamon strike particularly cinnamony think cardamom flavor may come little strongly particularly spicy cannot handle spicy foods problem tea little heartier taken drinking instead coffee morning quite impressed stash teas tried generally prefer mighty leaf tazo tea quickly jumped top favorites list ordering much,most flavorful chai have found,delicious,0.0
75,took chance expecting least disclose size produc description conveniently obscure size label,truth in please,not as advertised,0.0
76,light actually healthier much cost effective many little packages doggie treats line grocery store shelves place serving next bowl healthy store brand dog food comparison aesthetically looks better know dogs care bowl chef michael food eaten first every time suggestion either mix regular dry food use treat overly concerned ingredients pet food may find issue brand also zip lock seal need large strong clip keep bag closed use large plastic container like otherwise pet food gets two paws,gobble it up,my dogs love it,0.25
77,good adult use fruit snack cannot believe someone charging pack package local grocery store amazon offers future reasonable price order outfit gouging people,very good,good product but price is not,0.16666666666666669
78,love love love coffee great aroma flavor thanks carrying amazon,my favorite hazelnut coffee,great coffee,0.18393972058572117
79,best beer sausages come across decades taste like old time sausages used get bars younger wont take word ask friends,the best,best chocolate ever,0.3333333333333333
80,say stinger waffles best energy snack come market years love things cycle fact flat make really easy carry jersey pocket huge amounts calories definitely help keep going long workout taste good keep around regular snacks even exercising downsides vanilla flavor little stronger like bad packages easiest open usually open stopped ride,great snack for exercise or not,great taste and healthy,0.15163266492815836
81,tried alternative kashi honey almond flax bars love almost much roasted almond crunch bars possible would like tail mix bars middle long strenuous hike could months test simply put much sweet tooth overly sweet mid afternoon snack office however trying without much satisfaction found solution help get bars rather ship back bought candied ginger trader joe heat ginger plus almonds perfect foil,too sweet for my taste,good but not great,0.0
82,boston tea provides best tasting tea found several flavors hand office tea drinkers started one drinking making cup pots day far peach passion favorite kitchen smells peaches make one good signing auto delivery like peaches tea blend side note add tablespoon quality black tea tablespoons peach passion also brew twice still get full flavor,an office favorite,best tea ever,0.0
83,assigned project san francisco worker friend introduced coconut pudding hate coconut fell love stuff recently found world market longer offered product searched amazon found happy know find want,noh is the greatest desert ever,best hot chocolate ever,0.15163266492815836
84,really excited received mail naturally check everything everything really wrapped dad present smiled thinking going love make really happy planters redskin spanish peanuts favorite type peanuts really hard find many long years since could find grocery stores like found favorite candy amazon found dad favorite peanuts came time opening present could believe gotten whole face lit immediately opened one started snacking continuously waiting approval said finally gotten good old taste back mouth christmas perfect,best christmas present for my dad,the best,0.06766764161830635
85,husband loves chocolate covered cherries tasted cella would eat kind small town could find cella christmas holidays valentines day found online keep hand year cella chocolate cherries happy hubby,in love,chocolate heaven,0.0
86,crazy soft spot chuckles know darn well one favorites kid cannot resist package even today love cherry flavored wish would introduce red package chuckles tip chuckles lovers freeze last lot longer way well complimented favorite non caloric beverage god bless chuckles,old fashioned classic,my favorite cereal,0.0
87,pediatrician told include form meat dinner baby unfortunately two four varieties include meat think summer vegetable included dinner variety pack vegetable variety pack also chicken sweet potato extremely runny hard feed baby,just okay,not as good as thought,0.0
88,dissapointed fondant decided try first time mistake claim fondant rolled thinner brands use less decorate true even rolling tends tear finally got cake cover hard smooth around cake sticky fondant smoother glide smoothly never buy brand going stick wilton,very dissapointing,not as advertised,0.0
89,cat loves catnip smells like say kidding cats could care less bought cat seems want chew grass think helps much sure anyway recommend item comes mylar balloon type material package,kitty pot,great for cats,0.0
90,bought pack liver flavored everlasting treats see husky shepherd puppy would like ate first one one sitting everlasting nearly expensive treat one took days eat decided would buy occasional treat next puchase included treat ball couple flavors put liver vanilla mint treat ball went loved took effort time enjoy worked week nothing left disk treat treat ball ball definitely helped lot slowing consumption time treat enjoys playing two paws,vanilla mint is hit,my dog loves these,0.0
91,haviland thin mints best market much better york mint patties could find regular store found amazon com,the best,the best,1.0
92,candy always dreaded getting halloween went trick treating always felt like houses people gave like feel like spending much money halloween candy,not so great,my son loves these,0.0
93,harmony house foods dried mixed red green bell peppers diced cooking camping emergency supply wholesome food preservatives salt synthetic flavors added add water called heat good mix foods also next fresh field,get without being in the field picking them,great product,0.0
94,love lemonheads decided try chewy ones disappointed lemon ones absolutely disgusting thing saved purchase cherry orange ones stick different candy,disappointed,not the same,0.0
95,excellent tea canada could find two makers get tea maker cost triple including shipping,awesome tea,great tea,0.5
96,dark chocolate cherry cashew kind bars good get protein chocolate craving satisfied time great grab rush need something hold tried many flavors good,kind plus dark chocolate cherry cashew bars,great taste,0.0
97,love caribou coffee convience cup easy cannot beat price,excellent and so convenient,great coffee,0.0
98,four beagles love taste love fact grain product,evo dog treats,my favorite,0.0
99,bought first box cup tea every night thought hot flashes subsided bit bought another box second box much sure tea builds system stops working tea bad taste doable purpose sage tea recommended many means cutting hot flashes taking meds linked cancer give try might work,sage tea helping with hot flashes,not as good as twinings,0.0
100,excited see pack coffee read like dunkin donuts love well good comes looking like tea flavor coffee really water trust fan rocket fuel serve starbucks nothing like dunkin cancelled subscription,coffee flavored water,good coffee,0.3032653298563167
101,cats enjoy daily treat keep low ash due kidney uti specific types foods made byproducts also enjoy instinct duck rabbit service great continue reorder petsmart petco cheaper available time find need always amazon,pro plan select turkey wild rice,my cats love this,0.0
102,friendly freshly mixed drink work make one bottle time home several types bagged tea shelf mix one another remaining half pitcher tea going funky refrigerator shelf life well year tons better instant teas tried easier storage bottled brew refreshing taste world come expect lipton sample convinced begin converting mess tea bags sold flavor attempts satisfying flavor try next dare mention carried shirt pocket purse restaurant instead ordering overpriced drinks ask free iced water pour lipton stir bob uncle,and it is good too so so healthy,of the taste of the ginger ale,0.0
103,cannot keep house limit one box every weeks addicting,completely addicting,best ever,0.0
104,use plantation mint make sun tea refreshing iced working yard hot sun love teas individually foil packets stays fresh great price realize could buy definitely next time enjoy,best iced tea,great tea,0.3032653298563167
105,far line read reviews hope tell something impossible tell package product descriptions tell many servings bag enough fill one hungry belly squeamish smell favor open bag sink cold water already running rinse well drain point stir fry ingredients cooked add simmering pan using part weight loss menu cannot offer help everything think using asian sauce high sodium fat carbs noodles zero calories heck texture quite like dry clear asian noodles cooked cannot imagine substituted spaghetti wrong texture,greatest in asian recipes,best tasting noodles have ever had,0.0
106,use treats stuff treat balls dogs absolutely crazy cals feel like giving many extra calories also like small enough perfect kong wobbler treat toys smaller openings,dogs love them,my dog loves these,0.0
107,food think may fault giving buying sliced bits gravy turned little kitty noses pate anyway dogs definitely way eating dog food bits represented steak went first last bit green things kind amusing dog absolutely refused eat green round things beneful would delicately pick green things leave scattered around bowl found green things brand scattered around wondered lucy ghost shown protest shortly noticed one dogs finally eaten one developed stomach problems eating thumbs human ears three dogs,the dogs ate it,great for dogs with allergies,0.2
108,renee seeds never failed yet chocolate cherry sunflowers giant head lots little flowers must seen person enjoy february still enjoying great flowers try upload video show one key found lucky hot winter keep ground relative moist humus covering plants ground correct good luck seeds,chocolate cherry still blooming in,the best,0.0
109,raw revolution coconut agave bar tastes good flavorful satisfyingly fresh coconut taste texture right amount sweetness enjoy coconut enjoy bar well chocolate coconut flavor flavors raw revolution product line excellent,raw revolution coconut agave bar excellent,great taste,0.0
110,dog loves use everlasting treat balls worth money chewer last forever inserted everlasting ball end sticks perfect entice chew toy,works great with everlasting ball,dogs love them,0.0
111,green tea tend prefer plain lemon teas fruit types however still decided give product try liked idea tea sweetened honey according packaging serving calories caffeine really love convenience little individual packets easy tear open could toss one bag purse bring work dry crystals dissolve nicely water tastes tea bit fruity although taste like fruit punch definitely taste berry pomegranate flavors however could also discern tea taste well touch honey overall good product would definitely recommended enjoy fruit teas,convenient packaging and good flavor,good for iced tea,0.19470019576785122
112,mostly good fats unsaturated plus almonds decent sources daily nutrients including protein fiber vitamin okay like almonds love dipped chocolate adds lot extra sugar fat etc emerald solved problem cocoa roasted almonds ounce serving almonds calories regular roasted almonds zero grams fiber gram sugar sweet sweet like dark chocolate bars better cacao going love nuts cup size container great size pack car fit cup holder sneak movie theatre almonds instead fat sugar laden snack rebecca kyle may,nuts to me,chocolate covered protein bar,0.0
113,nice spice great taste could use little bit chunk compared campbell chunky products,one of the better flavors,good stuff,0.0
114,weird black stuff inside ravioli otherwise really tasty favorite black stuff freaked sure bugs started slicing raviolis open found lot black stuff internet search see maybe explanation found none ingredients plain must gotten contaminated cans something unbelievable people think reporting bugs food kind helpful people really lame well enjoy eating bugs idiots,weird black stuff,beware of the best,0.0
115,robust rich english style tea worthy gold rating price six pack configuration good drinking tea several years,yorkshire gold great six pack,good tea,0.0
116,cats male female adjusted great stool quite less smelly weeks use female cat developed urinary tract infection doctor said cats cannot handle high levels protein foods higher levels ash magnesium calcium told switch foods immediately last thing want cat uti cats sensitive like seems food bigger stronger cats seemed female cat fine table scraps petite cat protein minerals much switched purina pro plan chicken special urinary tract formula seem adjusting well,the good and bad,my cat will not eat this,0.0
117,fussy mean fussy eater doggies love treats devour fast digestion worries splinters etc little gentlemen thank welcome surprise cuz forced throw many treats boys sniffed scorned spoiled pooches bet best companions anyone ever hope connie denver,really nice surprise,my dogs love these,0.0
118,love noodle buy even cheaper korean market yummy love soup,best quick meal,delicious,0.0
119,wolfgang puck french roast nice bold flavorful cup coffee like coffee people extra bold organic dark roast coffee keurig brewers count cups like wolfgang puck french roast french roast deep flavor hint sweetness smooth finish good choice morning cup coffee recommended rather fluff advertising like bring aromas france home des bons moments really mean took awhile decide purchase coffee description gave zero idea expect,bold nice flavor and nice cup of coffee,not the same as the best,0.0
120,looking real punch gut coffee one get however want nice cup coffee weak strong one good bet,very good,not the best,0.0
121,several people recommended tea high protein diet things got stopped love taste adding sweetener liked better effective sip evening,smooth move really helps move,great taste,0.0
122,stevita stevias bitter aftertaste sweet sweet leaf brand sale price great product worth,bitter,good taste,0.0
123,love cheese flavored snacks highly disappointed styrofoam texture offset putrid tang faux cheese powder pretty sure good smart fries flavor salt vinegar,yuk,tasty,0.0
124,weighed peppercorns upon receipt one reviewer said received less weight package advertised weight exactly peppercorns good shipping quick satisfied purchase,good purchase,good product,0.5
125,enjoy green mountain coffee nantucket blend cups much subscribe monthly delivery coffees like nantucket blend favorite breakfast brew price reasonable cups,breakfast brew,best cup coffee,0.0
126,bacon salt nah like jerky seasoning bad got gluten cannot use taking points though mentioning,not very,too salty,0.0
127,raw cocoa wonderful put whey smoothie almond milk use coconut sugar coconut powder delicious,excellent,great taste,0.0
128,tried miracle noodles found best consistency closer chewy rice noodle like great saut veggies angle hair also good rice really gross consistency cant say dont miss traditional noodles still fabulous cut carbs still fill bowl vegetables,best of the miracle noodles,great taste,0.0
129,purchased gift green tea lover impressed selection really liked tea flavors,nice,great tea,0.0
130,round usda organic gmo free canola oil expert oils need high heat oil various purposes including eggs baking rubbing grill,great product great price,great product,0.36787944117144233
131,dulce leche delicious used fill pumpkin cupcakes thanksgiving nothing rave reviews taking lazy way best product still make whatever make taste homemade time make dulce honestly think would tasted good product,very delicious product,great product,0.3032653298563167
132,received quickly advertised recommend product everyone enjoys different coffee blend use keurig cups,coffee supreme,great coffee,0.5
133,great substitute crunchy high fat snack watching weight healthy garbage made usa buy american,great light snack,great snack,0.6065306597126334
134,seller highly recommed purchased twice time arrive great condition super fresh good buy great product,very happy with this purchase,great product,0.0
135,live southern california weather hot candy packed ice packets unfortunately ice wrapped well entire case candy wet luckily individual bags survived wet candy inside thanks good bags around,mixed review,great product,0.0
136,love gummy bears especially haribo came soft fresh stored ziploc containers safe friends family love like ones buy stores whole lot,yummy,best gummi bears,0.0
137,plan happens poor plan roller ball roll freely wind sticking fingers ball help roll thereby getting nasty liver smells hands liver flavor thought vine sending one flavor got liver dog taste tested one flavor approved heartily taste scored big wags low cal unless dog particularly restricted diet able spare calories day treats dispensed easily would given four stars instead two combination roller ball use lost least one star personally rate two stars dog however gave five,it soooo weird doesn dispense well,not impressed,0.0
138,mix exactly advertised decided add chopped onion sesame seeds small amount chile paste results outstanding also used lbs instead full worked fine would buy product,very tasty,good product,0.0
139,great water also great addition many beers bought variety pack first flavor lemon popular left tray office next water cooler twice far someone stolen,excellent stuff,great for the price,0.0
140,vet recommended rabbit based food cat difficult find seems allergic chicken regular cat food menu unfortunately crazy food spoiled brat cat,specialty cat food,my cats love it,0.0
141,dogs loved treat would lick lick couple days corgi smart dogs figured get even treat gone would lick plastic like crazy new locking treats suppose stop dog popping treat would try locking system first since balls cheap replace,everlast treats,my dog loves them,0.0
142,tried many oolong teas far best wonderfully light coconut mango flavor two flavors blend well together neither one overpowering definitely buy,excellent tasting tea,great tea,0.3032653298563167
143,liked cannot really make honey product taste wise whole foods even walmart stevia sweetened drinks taste pretty good natural prefer koolaid substitute kids definitely reminds koolaid extremely sweet tart pom feel admit like gets drink fluids think could ideally mix recommended package since pretty sweet lot coloring seems like natural color,not natural sweetened with splenda sucralose,great taste,0.0
144,far best keurig coffee coffee connoisseur enjoy nice bold coffee first keurig coffee actually give flashbacks time europe bravo tully job well done,flashback to my home away from home,best cup coffee,0.0
145,eaten alot bars lately best little hard find locally first publix bad huh also til thinkthin coupon use cents single purchase sugar feel like eating chocolate bar dont feel guilty afterwards chocolate brownie one good nothing like white chocolate bars thanks think thin,best diet bars out there,great taste,0.0
146,calorie treat placed regular size milk bone small beggin strip zoe treat stick side side carpet invited pete help wary like aussies cautiously sniffed offering took milk bone finished milk bone picked beggin strip finally one choice left took zoe treat stick test four times see would develop taste zoe treat sticks results always health caloric point view zoe treat sticks may better choice pete interested nothing else available suppose true people diet food rate pete gives stars,my aussie kinda likes them,not for my dog,0.19470019576785122
147,realize daughter pointed sent wrong kind sugar free diabetic,wrong type sent,great product,0.0
148,dare cookies made peanut tree nut free factory canada super yummy impossible find texas hope amazon continues carry dare maple cookies good,my son favorite,delicious,0.0
149,packaging correct food items gummy bears stuck together onto one side gross cooked almost hott gross going buy new gummy bears put jar worth money get normal jar gummy bears,cute jar dont eat,gummy bears,0.0
150,pugs finicky eaters still mine gobbles loves much food tried weighed lbs first started reminded fat little sausage almost finished one bag lost lbs holding steady lbs feed morning evening times week give treat food supposed vet says could healthier,my pug loves this,my dog loves this food,0.6
151,signed monthly subscription item price great especially without pay shipping charges love fact manage subscription skipping month ordering earlier scheduled amazon excellent getting shipments timely manner newman organics adult dog food chicken rice formula pound pleased orders amazon extremely pleased customer service thanks amazon,healthy food the dogs love,great product great price,0.0
152,much coffee could cups could barely get top made much better cup coffee however still leaked still grounds coffee make keurig run much slower mention cleanup business uses keurig brew coffee choice also couple tea hot chocolate drinkers everytime use disposable cups wipe machine drip tray cup also clean interior cup next person put leftovers nice idea amount work require makes paying little convenience regular cups attractive probably use back regular cups find landfill friendly solution,not what hoped for,great product but price is great price,0.0
153,prefer mild medium coffee tried many different cups stay one reviews right smooth bitterness great cup joe amazon prime came super fast prime member strongly recommend,yummy,great coffee,0.0
154,put paella oven packets mix find right amount seasoning complimented friends good tastes satisfied customer,lot of spice in packet,great for cooking,0.0
155,love guatemalan coffee pretty much drink bought stuff perhaps worst guatemalan ever tried stale way acidic leaves oily aftertaste coffee would make great gift someone dislike,terrible coffee,not bad,0.0
